id,make,model,model_year_start,model_year_end,grade,cab_type,body_type,drivetrain,engine,transmission,certification_category,licence_class_note,wheelbase_mm,kerb_mass_kg,kerb_mass_basis,gvm_kg,gcm_kg,front_gawr_kg,rear_gawr_kg,published_payload_kg,payload_basis,braked_towing_kg,towball_limit_kg,usable_load_length_mm,usable_load_width_mm,cab_to_rear_axle_mm,source_id,source_locator,verification_status,customer_selectable,notes,payload_arithmetic_matches,source_url,source_published_date,source_accessed_date
mazda-bt50-my25-freestyle-4x2-xt-cc,Mazda,BT-50,2025,,XT,freestyle_cab,cab_chassis,4x2,"3.0L diesel",automatic,,"Standard light-vehicle licence subject to final configuration",,1880,"Kerb weight with Mazda standard tray fitted",3000,5850,1450,1910,1120,"Published payload with Mazda standard tray fitted",3500,350,,,,mazda-bt50-payload-au,"Freestyle Cab > 4x2 > XT Cab Chassis",source_verified,0,"Bare chassis is 1,755 kg kerb and 1,245 kg payload; the standard tray adds 125 kg.",1,https://www.mazda.com.au/cars/bt-50/payload/,,2026-08-17
mazda-bt50-my25-freestyle-4x4-xt-cc,Mazda,BT-50,2025,,XT,freestyle_cab,cab_chassis,4x4,"3.0L diesel",automatic,,"Standard light-vehicle licence subject to final configuration",,1966,"Kerb weight with Mazda standard tray fitted",3100,6000,1450,1910,1134,"Published payload with Mazda standard tray fitted",3500,350,,,,mazda-bt50-payload-au,"Freestyle Cab > 4x4 > XT Cab Chassis",source_verified,0,"Bare chassis is 1,841 kg kerb and 1,259 kg payload; the standard tray adds 125 kg.",1,https://www.mazda.com.au/cars/bt-50/payload/,,2026-08-17
mazda-bt50-my25-single-4x2-xt-cc,Mazda,BT-50,2025,,XT,single_cab,cab_chassis,4x2,"3.0L diesel",automatic,,"Standard light-vehicle licence subject to final configuration",,1828,"Kerb weight with Mazda standard tray fitted",3000,5850,1450,1910,1172,"Published payload with Mazda standard tray fitted",3500,350,,,,mazda-bt50-payload-au,"Single Cab > 4x2 > XT Cab Chassis",source_verified,0,"Bare chassis is 1,684 kg kerb and 1,316 kg payload; the standard tray adds 144 kg.",1,https://www.mazda.com.au/cars/bt-50/payload/,,2026-08-17
mazda-bt50-my25-single-4x4-xt-cc,Mazda,BT-50,2025,,XT,single_cab,cab_chassis,4x4,"3.0L diesel",automatic,,"Standard light-vehicle licence subject to final configuration",,1914,"Kerb weight with Mazda standard tray fitted",3100,6000,1450,1910,1186,"Published payload with Mazda standard tray fitted",3500,350,,,,mazda-bt50-payload-au,"Single Cab > 4x4 > XT Cab Chassis",source_verified,0,"Bare chassis is 1,770 kg kerb and 1,330 kg payload; the standard tray adds 144 kg. Highest tray-fitted payload in the BT-50 range.",1,https://www.mazda.com.au/cars/bt-50/payload/,,2026-08-17
mazda-bt50-my25-dual-4x4-xtr-cc,Mazda,BT-50,2025,,XTR,dual_cab,cab_chassis,4x4,"3.0L diesel",automatic,,"Standard light-vehicle licence subject to final configuration",,2070,"Kerb weight with Mazda standard tray fitted",3100,6000,1450,1910,1030,"Published payload with Mazda standard tray fitted",3500,350,,,,mazda-bt50-payload-au,"Dual Cab > 4x4 > XTR Cab Chassis",source_verified,0,"Bare chassis is 1,956 kg kerb and 1,144 kg payload; the standard tray adds 114 kg.",1,https://www.mazda.com.au/cars/bt-50/payload/,,2026-08-17
mazda-bt50-my25-dual-4x4-xtr-pickup,Mazda,BT-50,2025,,XTR,dual_cab,pickup_tub,4x4,"3.0L diesel",automatic,,"Standard light-vehicle licence subject to final configuration",,2098,"Published kerb weight; tub body, no tray state published",3100,6000,1450,1910,1002,"Published payload",3500,350,,,,mazda-bt50-payload-au,"Dual Cab > 4x4 > XTR Pickup",source_verified,0,"Tub-compatible camper only unless engineered tray conversion is verified.",1,https://www.mazda.com.au/cars/bt-50/payload/,,2026-08-17
mazda-bt50-my25-dual-4x2-xtr-pickup,Mazda,BT-50,2025,,XTR,dual_cab,pickup_tub,4x2,"3.0L diesel",automatic,,"Standard light-vehicle licence subject to final configuration",,2012,"Published kerb weight; tub body, no tray state published",3000,5850,1450,1910,988,"Published payload",3500,350,,,,mazda-bt50-payload-au,"Dual Cab > 4x2 > XTR Pickup",source_verified,0,"Tub-compatible camper only unless engineered tray conversion is verified.",1,https://www.mazda.com.au/cars/bt-50/payload/,,2026-08-17
mitsubishi-triton-26my-gls-double-cc-4x4,Mitsubishi,Triton,2026,,GLS,double_cab,cab_chassis,4x4,"2.4L 4N16 bi-turbo diesel; 150 kW / 470 Nm","6-speed automatic",,"Standard light-vehicle licence subject to final configuration",3130,1990,"Published kerb mass; excludes tray body",3200,6250,1580,2040,1210,"Published maximum payload; reconciles with GVM minus kerb mass",3500,350,,,,mitsubishi-triton-26my-au,"Dimensions and Weights: GLS double cab Cab Chassis 4X4",source_verified,0,,1,https://www.mitsubishi-motors.com.au/content/dam/mmal/pdfs/vehicle-brochures/26MY%20Triton%20Brochure.pdf,,2026-08-18
mitsubishi-triton-26my-gls-double-pickup-4x4-1t,Mitsubishi,Triton,2026,,GLS,double_cab,pickup_tub,4x4,"2.4L 4N16 bi-turbo diesel; 150 kW / 470 Nm","6-speed automatic",,"Standard light-vehicle licence subject to final configuration",3130,2129,"Published kerb mass",3200,6250,1580,2040,1071,"Published maximum payload; reconciles with GVM minus kerb mass",3500,350,,,,mitsubishi-triton-26my-au,"Dimensions and Weights: GLS double cab Pick-Up 4X4",source_verified,0,"Figures are for the standard GLS 1.0 t payload model. GLS Leather is 2,135 kg kerb and 1,065 kg payload. Tub-compatible camper only unless engineered tray conversion is verified.",1,https://www.mitsubishi-motors.com.au/content/dam/mmal/pdfs/vehicle-brochures/26MY%20Triton%20Brochure.pdf,,2026-08-18
mitsubishi-triton-26my-gls-double-pickup-4x4-0-9t,Mitsubishi,Triton,2026,,GLS,double_cab,pickup_tub,4x4,"2.4L 4N16 bi-turbo diesel; 150 kW / 470 Nm","6-speed automatic",,"Standard light-vehicle licence subject to final configuration",3130,2129,"Published kerb mass",3080,6250,1580,2040,951,"Published maximum payload; reconciles with GVM minus kerb mass",3500,350,,,,mitsubishi-triton-26my-au,"Dimensions and Weights: GLS double cab Pick-Up 4X4",source_verified,0,"The 0.9 t payload model carries a reduced 3,080 kg GVM on the same kerb mass. GLS Leather 0.9t is 2,135 kg kerb and 945 kg payload. Tub-compatible camper only unless engineered tray conversion is verified.",1,https://www.mitsubishi-motors.com.au/content/dam/mmal/pdfs/vehicle-brochures/26MY%20Triton%20Brochure.pdf,,2026-08-18
mitsubishi-triton-26my-glx-club-cc-4x4,Mitsubishi,Triton,2026,,GLX,club_cab,cab_chassis,4x4,"2.4L 4N16 bi-turbo diesel; 150 kW / 470 Nm","6-speed automatic",,"Standard light-vehicle licence subject to final configuration",3130,1957,"Published kerb mass; excludes tray body",3200,6250,1580,2040,1243,"Published maximum payload; reconciles with GVM minus kerb mass",3500,350,,,,mitsubishi-triton-26my-au,"Dimensions and Weights: GLX club cab Cab Chassis 4X4",source_verified,0,,1,https://www.mitsubishi-motors.com.au/content/dam/mmal/pdfs/vehicle-brochures/26MY%20Triton%20Brochure.pdf,,2026-08-18
mitsubishi-triton-26my-glx-double-pickup-4x2,Mitsubishi,Triton,2026,,GLX,double_cab,pickup_tub,4x2,"2.4L 4N16 bi-turbo diesel; 150 kW / 470 Nm","6-speed automatic",,"Standard light-vehicle licence subject to final configuration",3130,2015,"Published kerb mass",3070,6210,1500,1980,1055,"Published maximum payload; reconciles with GVM minus kerb mass",3500,350,,,,mitsubishi-triton-26my-au,"Dimensions and Weights: GLX double cab Pick-Up 4X2",source_verified,0,"Tub-compatible camper only unless engineered tray conversion is verified.",1,https://www.mitsubishi-motors.com.au/content/dam/mmal/pdfs/vehicle-brochures/26MY%20Triton%20Brochure.pdf,,2026-08-18
mitsubishi-triton-26my-glx-double-cc-4x4-manual,Mitsubishi,Triton,2026,,GLX,double_cab,cab_chassis,4x4,"2.4L 4N16 bi-turbo diesel; 150 kW / 470 Nm","6-speed manual",,"Standard light-vehicle licence subject to final configuration",3130,2003,"Published kerb mass; excludes tray body",3200,6250,1580,2040,1197,"Published maximum payload; reconciles with GVM minus kerb mass",3500,350,,,,mitsubishi-triton-26my-au,"Dimensions and Weights: GLX double cab Cab Chassis 4X4",source_verified,0,,1,https://www.mitsubishi-motors.com.au/content/dam/mmal/pdfs/vehicle-brochures/26MY%20Triton%20Brochure.pdf,,2026-08-18
mitsubishi-triton-26my-glx-double-cc-4x4-auto,Mitsubishi,Triton,2026,,GLX,double_cab,cab_chassis,4x4,"2.4L 4N16 bi-turbo diesel; 150 kW / 470 Nm","6-speed automatic",,"Standard light-vehicle licence subject to final configuration",3130,1993,"Published kerb mass; excludes tray body",3200,6250,1580,2040,1207,"Published maximum payload; reconciles with GVM minus kerb mass",3500,350,,,,mitsubishi-triton-26my-au,"Dimensions and Weights: GLX double cab Cab Chassis 4X4",source_verified,0,,1,https://www.mitsubishi-motors.com.au/content/dam/mmal/pdfs/vehicle-brochures/26MY%20Triton%20Brochure.pdf,,2026-08-18
mitsubishi-triton-26my-glx-double-pickup-4x4,Mitsubishi,Triton,2026,,GLX,double_cab,pickup_tub,4x4,"2.4L 4N16 bi-turbo diesel; 150 kW / 470 Nm","6-speed automatic",,"Standard light-vehicle licence subject to final configuration",3130,2117,"Published kerb mass",3200,6250,1580,2040,1083,"Published maximum payload; reconciles with GVM minus kerb mass",3500,350,,,,mitsubishi-triton-26my-au,"Dimensions and Weights: GLX double cab Pick-Up 4X4",source_verified,0,"Tub-compatible camper only unless engineered tray conversion is verified.",1,https://www.mitsubishi-motors.com.au/content/dam/mmal/pdfs/vehicle-brochures/26MY%20Triton%20Brochure.pdf,,2026-08-18
mitsubishi-triton-26my-glx-single-cc-4x2,Mitsubishi,Triton,2026,,GLX,single_cab,cab_chassis,4x2,"2.4L 4N16 bi-turbo diesel; 150 kW / 470 Nm","6-speed automatic",,"Standard light-vehicle licence subject to final configuration",3130,1756,"Published kerb mass; excludes tray body",3070,6210,1500,1980,1314,"Published maximum payload; reconciles with GVM minus kerb mass",3500,350,,,,mitsubishi-triton-26my-au,"Dimensions and Weights: GLX single cab Cab Chassis 4X2",needs_secondary_review,0,"Mitsubishi publishes maximum payload as a pair, 1,304 / 1,314 kg, without explaining the split; 1,314 kg is the value that reconciles with published kerb mass. Confirm the lower figure before customer exposure.",1,https://www.mitsubishi-motors.com.au/content/dam/mmal/pdfs/vehicle-brochures/26MY%20Triton%20Brochure.pdf,,2026-08-18
mitsubishi-triton-26my-glx-single-cc-4x4,Mitsubishi,Triton,2026,,GLX,single_cab,cab_chassis,4x4,"2.4L 4N16 bi-turbo diesel; 150 kW / 470 Nm","6-speed automatic",,"Standard light-vehicle licence subject to final configuration",3130,1865,"Published kerb mass; excludes tray body",3200,6250,1580,2040,1335,"Published maximum payload; reconciles with GVM minus kerb mass",3500,350,,,,mitsubishi-triton-26my-au,"Dimensions and Weights: GLX single cab Cab Chassis 4X4",needs_secondary_review,0,"Mitsubishi publishes maximum payload as a pair, 1,330 / 1,335 kg, without explaining the split; 1,335 kg is the value that reconciles with published kerb mass. Confirm the lower figure before customer exposure.",1,https://www.mitsubishi-motors.com.au/content/dam/mmal/pdfs/vehicle-brochures/26MY%20Triton%20Brochure.pdf,,2026-08-18
mitsubishi-triton-26my-glxplus-club-pickup-4x4,Mitsubishi,Triton,2026,,GLX+,club_cab,pickup_tub,4x4,"2.4L 4N16 bi-turbo diesel; 150 kW / 470 Nm","6-speed automatic",,"Standard light-vehicle licence subject to final configuration",3130,2089,"Published kerb mass",3200,6250,1580,2040,1111,"Published maximum payload; reconciles with GVM minus kerb mass",3500,350,,,,mitsubishi-triton-26my-au,"Dimensions and Weights: GLX+ club cab Pick-Up 4X4",source_verified,0,"Tub-compatible camper only unless engineered tray conversion is verified.",1,https://www.mitsubishi-motors.com.au/content/dam/mmal/pdfs/vehicle-brochures/26MY%20Triton%20Brochure.pdf,,2026-08-18
mitsubishi-triton-26my-glxplus-double-cc-4x4,Mitsubishi,Triton,2026,,GLX+,double_cab,cab_chassis,4x4,"2.4L 4N16 bi-turbo diesel; 150 kW / 470 Nm","6-speed automatic",,"Standard light-vehicle licence subject to final configuration",3130,1991,"Published kerb mass; excludes tray body",3200,6250,1580,2040,1209,"Published maximum payload; reconciles with GVM minus kerb mass",3500,350,,,,mitsubishi-triton-26my-au,"Dimensions and Weights: GLX+ double cab Cab Chassis 4X4",source_verified,0,,1,https://www.mitsubishi-motors.com.au/content/dam/mmal/pdfs/vehicle-brochures/26MY%20Triton%20Brochure.pdf,,2026-08-18
mitsubishi-triton-26my-glxplus-double-pickup-4x4,Mitsubishi,Triton,2026,,GLX+,double_cab,pickup_tub,4x4,"2.4L 4N16 bi-turbo diesel; 150 kW / 470 Nm","6-speed automatic",,"Standard light-vehicle licence subject to final configuration",3130,2108,"Published kerb mass",3200,6250,1580,2040,1092,"Published maximum payload; reconciles with GVM minus kerb mass",3500,350,,,,mitsubishi-triton-26my-au,"Dimensions and Weights: GLX+ double cab Pick-Up 4X4",source_verified,0,"Tub-compatible camper only unless engineered tray conversion is verified.",1,https://www.mitsubishi-motors.com.au/content/dam/mmal/pdfs/vehicle-brochures/26MY%20Triton%20Brochure.pdf,,2026-08-18
mitsubishi-triton-26my-glxr-double-pickup-4x4,Mitsubishi,Triton,2026,,GLX-R,double_cab,pickup_tub,4x4,"2.4L 4N16 bi-turbo diesel; 150 kW / 470 Nm","6-speed automatic",,"Standard light-vehicle licence subject to final configuration",3130,2107,"Published kerb mass",3200,6250,1580,2040,1093,"Published maximum payload; reconciles with GVM minus kerb mass",3500,350,,,,mitsubishi-triton-26my-au,"Dimensions and Weights: GLX-R double cab Pick-Up 4X4",source_verified,0,"Tub-compatible camper only unless engineered tray conversion is verified.",1,https://www.mitsubishi-motors.com.au/content/dam/mmal/pdfs/vehicle-brochures/26MY%20Triton%20Brochure.pdf,,2026-08-18
mitsubishi-triton-26my-gsr-double-cc-4x4,Mitsubishi,Triton,2026,,GSR,double_cab,cab_chassis,4x4,"2.4L 4N16 bi-turbo diesel; 150 kW / 470 Nm","6-speed automatic",,"Standard light-vehicle licence subject to final configuration",3130,2006,"Published kerb mass; excludes tray body",3200,6250,1580,2040,1194,"Published maximum payload; reconciles with GVM minus kerb mass",3500,350,,,,mitsubishi-triton-26my-au,"Dimensions and Weights: GSR double cab Cab Chassis 4X4",source_verified,0,,1,https://www.mitsubishi-motors.com.au/content/dam/mmal/pdfs/vehicle-brochures/26MY%20Triton%20Brochure.pdf,,2026-08-18
mitsubishi-triton-26my-gsr-double-pickup-4x4-1t,Mitsubishi,Triton,2026,,GSR,double_cab,pickup_tub,4x4,"2.4L 4N16 bi-turbo diesel; 150 kW / 470 Nm","6-speed automatic",,"Standard light-vehicle licence subject to final configuration",3130,2170,"Published kerb mass",3200,6250,1580,2040,1030,"Published maximum payload; reconciles with GVM minus kerb mass",3500,350,,,,mitsubishi-triton-26my-au,"Dimensions and Weights: GSR double cab Pick-Up 4X4",source_verified,0,"Figures are for the 1.0 t payload model. Tub-compatible camper only unless engineered tray conversion is verified.",1,https://www.mitsubishi-motors.com.au/content/dam/mmal/pdfs/vehicle-brochures/26MY%20Triton%20Brochure.pdf,,2026-08-18
mitsubishi-triton-26my-gsr-double-pickup-4x4-0-9t,Mitsubishi,Triton,2026,,GSR,double_cab,pickup_tub,4x4,"2.4L 4N16 bi-turbo diesel; 150 kW / 470 Nm","6-speed automatic",,"Standard light-vehicle licence subject to final configuration",3130,2170,"Published kerb mass",3080,6250,1580,2040,910,"Published maximum payload; reconciles with GVM minus kerb mass",3500,350,,,,mitsubishi-triton-26my-au,"Dimensions and Weights: GSR double cab Pick-Up 4X4",source_verified,0,"The 0.9 t payload model carries a reduced 3,080 kg GVM on the same kerb mass. Lowest payload in the Triton range. Tub-compatible camper only unless engineered tray conversion is verified.",1,https://www.mitsubishi-motors.com.au/content/dam/mmal/pdfs/vehicle-brochures/26MY%20Triton%20Brochure.pdf,,2026-08-18
nissan-navara-2026-pro-4x-pick-up-tub,Nissan,Navara,2026,,PRO-4X,dual_cab,pickup_tub,"4x4 selectable","2.4L bi-turbo diesel","6-speed automatic",,"Standard light-vehicle licence subject to final configuration",3130,2226,"Published kerb weight",3190,6250,1580,2040,964,"GVM minus kerb",3500,,1555,1545,,nissan-navara-au,"Official current specifications: PRO-4X Pick-up tub",source_verified,0,"Load body as published: Pick-up tub. Manufacturer drivetrain description: Super 4WD with 7 terrain modes. AdBlue tank 17 L. Nissan's public specification table does not state a towball maximum; use the towbar and vehicle labels. Tub-compatible camper only unless engineered tray conversion is verified.",1,https://www.nissan.com.au/vehicles/browse-range/all-new-navara/specs-and-pricing.html,,2026-08-18
nissan-navara-2026-sl-pick-up-tub,Nissan,Navara,2026,,SL,dual_cab,pickup_tub,"4x4 part-time","2.4L bi-turbo diesel","6-speed automatic",,"Standard light-vehicle licence subject to final configuration",3130,2126,"Published kerb weight",3190,6250,1580,2040,1064,"GVM minus kerb",3500,,1555,1545,,nissan-navara-au,"Official current specifications: SL Pick-up tub",source_verified,0,"Load body as published: Pick-up tub. Manufacturer drivetrain description: Easy Select part-time 4WD. AdBlue tank 17 L. Nissan's public specification table does not state a towball maximum; use the towbar and vehicle labels. Tub-compatible camper only unless engineered tray conversion is verified.",1,https://www.nissan.com.au/vehicles/browse-range/all-new-navara/specs-and-pricing.html,,2026-08-18
nissan-navara-2026-st-pick-up-tub,Nissan,Navara,2026,,ST,dual_cab,pickup_tub,"4x4 part-time","2.4L bi-turbo diesel","6-speed automatic",,"Standard light-vehicle licence subject to final configuration",3130,2143,"Published kerb weight",3190,6250,1580,2040,1047,"GVM minus kerb",3500,,1555,1545,,nissan-navara-au,"Official current specifications: ST Pick-up tub",source_verified,0,"Load body as published: Pick-up tub. Manufacturer drivetrain description: Easy Select part-time 4WD. AdBlue tank 17 L. Nissan's public specification table does not state a towball maximum; use the towbar and vehicle labels. Tub-compatible camper only unless engineered tray conversion is verified.",1,https://www.nissan.com.au/vehicles/browse-range/all-new-navara/specs-and-pricing.html,,2026-08-18
nissan-navara-2026-st-x-pick-up-tub,Nissan,Navara,2026,,ST-X,dual_cab,pickup_tub,"4x4 selectable","2.4L bi-turbo diesel","6-speed automatic",,"Standard light-vehicle licence subject to final configuration",3130,2171,"Published kerb weight",3190,6250,1580,2040,1019,"GVM minus kerb",3500,,1555,1545,,nissan-navara-au,"Official current specifications: ST-X Pick-up tub",source_verified,0,"Load body as published: Pick-up tub. Manufacturer drivetrain description: Super 4WD with 7 terrain modes. AdBlue tank 17 L. Nissan's public specification table does not state a towball maximum; use the towbar and vehicle labels. Tub-compatible camper only unless engineered tray conversion is verified.",1,https://www.nissan.com.au/vehicles/browse-range/all-new-navara/specs-and-pricing.html,,2026-08-18
ram-1500-2023-big-horn-5-7-tub,RAM,1500,2023,,"Big Horn",crew_cab,pickup_tub,"4x4 part-time","5.7L HEMI V8 eTorque mild hybrid","8-speed automatic",,"Standard light-vehicle licence subject to final configuration",3672,2519,"Published kerb weight",3450,7713,1770,1860,931,"GVM minus certified kerb",4500,,1712,1687,,ram-1500-au,"Official page + embedded table reconciled: Big Horn 5'7"" tub",needs_secondary_review,0,"Figures come from a supplied compilation that could not be checked against the manufacturer document; treat as unconfirmed. Load body as published: 5'7"" tub. Manufacturer drivetrain description: Part-time 4x4 with low range. RAM's current Big Horn table does not publish a maximum towball figure; use the fitted vehicle/towbar labels. 4.5 t requires genuine RAM 70 mm tow-ball hardware and remains GCM-limited. Tub-compatible camper only unless engineered tray conversion is verified.",1,https://www.ramtrucks.com.au/vehicles/1500-big-horn-crew-cab/,,2026-08-18
ram-1500-2023-big-horn-6-4-tub,RAM,1500,2023,,"Big Horn",crew_cab,pickup_tub,"4x4 part-time","5.7L HEMI V8 eTorque mild hybrid","8-speed automatic",,"Standard light-vehicle licence subject to final configuration",3898,2572,"Published kerb weight",3450,7713,1770,1860,878,"GVM minus certified kerb",4500,,1937,1687,,ram-1500-au,"Official page + embedded table reconciled: Big Horn 6'4"" tub",needs_secondary_review,0,"Figures come from a supplied compilation that could not be checked against the manufacturer document; treat as unconfirmed. Load body as published: 6'4"" tub. Manufacturer drivetrain description: Part-time 4x4 with low range. RAM's current Big Horn table does not publish a maximum towball figure; use the fitted vehicle/towbar labels. 4.5 t requires genuine RAM 70 mm tow-ball hardware and remains GCM-limited. Tub-compatible camper only unless engineered tray conversion is verified.",1,https://www.ramtrucks.com.au/vehicles/1500-big-horn-crew-cab/,,2026-08-18
ram-1500-2026-express-black-edition-5-7-tub,RAM,1500,2026,,"Express Black Edition",crew_cab,pickup_tub,"4x4 part-time","3.0L Hurricane SO twin-turbo inline-six","8-speed automatic",,"Standard light-vehicle licence subject to final configuration",3672,2491,"Published kerb weight",3505,7711,1770,1860,1014,"GVM minus certified kerb",4500,450,1712,1687,,ram-1500-au,"Current July 2026 mass table; official grade page: Express Black Edition 5'7"" tub",needs_secondary_review,0,"Figures come from a supplied compilation that could not be checked against the manufacturer document; treat as unconfirmed. Load body as published: 5'7"" tub. Manufacturer drivetrain description: Part-time 4x4 (2H/4H/4L). Maximum combined tub and towball load: 520 kg. At the published 450 kg maximum ball load, only 70 kg remains under that separate tub-and-ball cap. Tub-compatible camper only unless engineered tray conversion is verified.",1,https://www.ramtrucks.com.au/vehicles/1500-big-horn-crew-cab/,,2026-08-18
ram-1500-2026-laramie-night-5-7-tub,RAM,1500,2026,,"Laramie Night",crew_cab,pickup_tub,"4x4 full-time","3.0L Hurricane SO twin-turbo inline-six","8-speed automatic",,"Standard light-vehicle licence subject to final configuration",3672,2706,"Published kerb weight",3505,7711,1770,1860,799,"GVM minus certified kerb",4500,450,1712,1687,,ram-1500-au,"Current July 2026 mass table; official grade page: Laramie Night 5'7"" tub",needs_secondary_review,0,"Figures come from a supplied compilation that could not be checked against the manufacturer document; treat as unconfirmed. Load body as published: 5'7"" tub. Manufacturer drivetrain description: On-demand/full-time 4x4. Maximum combined tub and towball load: 470 kg; only 20 kg remains under that cap at a 450 kg ball load. Tub-compatible camper only unless engineered tray conversion is verified.",1,https://www.ramtrucks.com.au/vehicles/1500-big-horn-crew-cab/,,2026-08-18
ram-1500-2026-laramie-sport-5-7-tub,RAM,1500,2026,,"Laramie Sport",crew_cab,pickup_tub,"4x4 full-time","3.0L Hurricane SO twin-turbo inline-six","8-speed automatic",,"Standard light-vehicle licence subject to final configuration",3672,2642,"Published kerb weight",3505,7711,1770,1860,863,"GVM minus certified kerb",4500,450,1712,1687,,ram-1500-au,"Current July 2026 mass table; official grade page: Laramie Sport 5'7"" tub",needs_secondary_review,0,"Figures come from a supplied compilation that could not be checked against the manufacturer document; treat as unconfirmed. Load body as published: 5'7"" tub. Manufacturer drivetrain description: On-demand/full-time 4x4. RamBox 210 L. Maximum combined tub and towball load: 480 kg; only 30 kg remains under that cap at a 450 kg ball load. Tub-compatible camper only unless engineered tray conversion is verified.",1,https://www.ramtrucks.com.au/vehicles/1500-big-horn-crew-cab/,,2026-08-18
ram-1500-2026-limited-high-output-5-7-tub,RAM,1500,2026,,"Limited High Output",crew_cab,pickup_tub,"4x4 full-time","3.0L Hurricane HO twin-turbo inline-six","8-speed automatic",,"Standard light-vehicle licence subject to final configuration",3672,2778,"Published kerb weight",3505,7285,1770,1860,727,"GVM minus certified kerb",4200,420,1712,1687,,ram-1500-au,"Current July 2026 mass table; official grade page: Limited High Output 5'7"" tub",needs_secondary_review,0,"Figures come from a supplied compilation that could not be checked against the manufacturer document; treat as unconfirmed. Load body as published: 5'7"" tub. Manufacturer drivetrain description: On-demand/full-time 4x4; air suspension. July 2026 current mass table supersedes the earlier 2,722 kg / 782 kg launch figures. RamBox 210 L; maximum combined tub and towball load: 460 kg. Tub-compatible camper only unless engineered tray conversion is verified.",1,https://www.ramtrucks.com.au/vehicles/1500-big-horn-crew-cab/,,2026-08-18
ram-1500-2026-rebel-5-7-tub,RAM,1500,2026,,Rebel,crew_cab,pickup_tub,"4x4 on-demand","3.0L Hurricane SO twin-turbo inline-six","8-speed automatic",,"Standard light-vehicle licence subject to final configuration",3672,2624,"Published kerb weight",3505,7711,1770,1860,881,"GVM minus certified kerb",4500,450,1712,1687,,ram-1500-au,"Current July 2026 mass table; official grade page: Rebel 5'7"" tub",needs_secondary_review,0,"Figures come from a supplied compilation that could not be checked against the manufacturer document; treat as unconfirmed. Load body as published: 5'7"" tub. Manufacturer drivetrain description: On-demand 4x4; electronic rear locker. July 2026 current mass table supersedes the earlier 2,612 kg / 893 kg launch figures. Maximum combined tub and towball load: 500 kg. Tub-compatible camper only unless engineered tray conversion is verified.",1,https://www.ramtrucks.com.au/vehicles/1500-big-horn-crew-cab/,,2026-08-18
ram-2500-2025-laramie-cummins-high-output-6-4-tub,RAM,2500,2025,,"Laramie Cummins High Output",crew_cab,pickup_tub,"4x4 part-time","6.7L Cummins high-output turbo-diesel","ZF TorqueFlite 8AP1075 8-speed automatic",,"Standard light-vehicle licence subject to final configuration",3785,3710,"Published kerb weight",4495,12750,2608,2721,785,"GVM minus certified kerb",4500,450,1937,1687,,ram-2500-3500-au,"Official current brochure: Laramie Cummins High Output 6'4"" tub",source_verified,0,"Load body as published: 6'4"" tub. Manufacturer drivetrain description: Part-time 4x4 with low range. Ball-coupled braked towing is 4,500 kg with genuine RAM 70 mm hardware. Up to 8,000 kg gooseneck towing is separately specified with genuine hardware and air-braked trailer; verify all fitted labels. Tub-compatible camper only unless engineered tray conversion is verified.",1,https://resource.digitaldealer.com.au/pdf/211467751697043e181834349841250.pdf,,2026-08-18
ram-3500-2025-laramie-cummins-ho-4-495-kg-gvm-derate-6-4-tub,RAM,3500,2025,,"Laramie Cummins HO – 4,495 kg GVM derate",crew_cab,pickup_tub,"4x4 part-time","6.7L Cummins high-output turbo-diesel","ZF TorqueFlite 8AP1075 8-speed automatic",,"Standard light-vehicle licence subject to final configuration",3785,3700,"Published kerb weight",4495,14433,2721,3175,795,"GVM minus certified kerb",4500,450,1937,1687,,ram-2500-3500-au,"Official optional derated configuration: Laramie Cummins HO – 4,495 kg GVM derate 6'4"" tub",source_verified,0,"Load body as published: 6'4"" tub. Manufacturer drivetrain description: Part-time 4x4 with low range. Optional 4,495 kg GVM must be nominated before landing. The brochure does not explicitly state whether the standard 14,433 kg GCM changes after derating; confirm on the compliance plate. Ball-coupled braked towing is 4,500 kg with genuine RAM 70 mm hardware. Up to 8,000 kg gooseneck towing is separately specified with genuine hardware and air-braked trailer; verify all fitted labels. Tub-compatible camper only unless engineered tray conversion is verified.",1,https://resource.digitaldealer.com.au/pdf/211467751697043e181834349841250.pdf,,2026-08-18
ram-3500-2025-laramie-cummins-high-output-6-4-tub,RAM,3500,2025,,"Laramie Cummins High Output",crew_cab,pickup_tub,"4x4 part-time","6.7L Cummins high-output turbo-diesel","ZF TorqueFlite 8AP1075 8-speed automatic",,"Standard light-vehicle licence subject to final configuration",3785,3700,"Published kerb weight",5352,14433,2721,3175,1652,"GVM minus certified kerb",4500,450,1937,1687,,ram-2500-3500-au,"Official current brochure: Laramie Cummins High Output 6'4"" tub",source_verified,0,"Load body as published: 6'4"" tub. Manufacturer drivetrain description: Part-time 4x4 with low range. Ball-coupled braked towing is 4,500 kg with genuine RAM 70 mm hardware. Up to 8,000 kg gooseneck towing is separately specified with genuine hardware and air-braked trailer; verify all fitted labels. Tub-compatible camper only unless engineered tray conversion is verified.",1,https://resource.digitaldealer.com.au/pdf/211467751697043e181834349841250.pdf,,2026-08-18
